published,last_update,category,views,recommendations,comments,authors,characters,rating,genre,size_kb,warnings,translators,original_language,betas,series,challenge,title,events,target
2011-03-03,2011-03-03,S,39080,3,38,['2739'],"[['Сириус Блэк', 'Гарри Поттер'], ['Сириус Блэк', 'Регулус Блэк'], ['Северус Снейп', 'Гарри Поттер']]",NC-17,['Драма'],234,['AU'],,,['20949'],,,"[7.126122249044467e+18, 2.192612662394791e+18, 3.584010795845983e+17, 9.023479747500304e+18, 3.626227833410639e+18, 5.008894745219996e+18]","[5.091602363353723e+18, 7.678966060302864e+18, 9.093989600810537e+18, 1.412495601364117e+18, 8.607079560928971e+18]",847
2013-12-11,2013-12-11,H,2829,0,19,['58831'],"[['Невилл Лонгботтом', 'Ханна Аббот'], ['Невилл Лонгботтом', 'Сьюзен Боунс']]",General,['Драма'],22,"['то самое настоящее время', 'которое уже всем надоело.']",,,['61304'],,,"[6.582377343258863e+18, 2.4000305795777736e+18]","[9.093989600810537e+18, 7.285076916399111e+18, 5.091602363353723e+18, 2.2622014820230628e+18, 8.94765061936755e+18]",38
2018-08-29,2018-08-29,H,3655,0,10,['438672'],"[['Гарри Поттер', 'Панси Паркинсон']]",PG-13,"['Hurt/comfort', 'Юмор']",25,"['AU', 'ООС']",,,,,,"[7.452253853291973e+18, 6.548591791609556e+17]","[9.093989600810537e+18, 5.091602363353723e+18]",204
2010-10-11,2010-10-11,S,9927,0,69,['40442'],"[['Гарри Поттер', 'Драко Малфой']]",PG-13,"['Ангст', 'Драма']",6,"['Размещение фанфика на любых других ресурсах', 'без предварительного предупреждения автора', 'категорически запрещено !']",,,['38602'],,,"[3.204406610111264e+18, 9.932111278981464e+17]",[],125
2018-09-05,2018-09-05,H,7720,4,25,"['216983', '221445']","[['Гарри Поттер', 'Беллатриса Лестрейндж'], ['Северус Снейп', 'Гермиона Грейнджер'], 'Альбус Дамблдор']",R,"['Пародия', 'Юмор', 'Драббл']",12,"['AU', 'Гет', 'ООС']",,,,,,"[1.975709414524741e+18, 2.0693091119773463e+18, 6.317007991046231e+18]","[9.093989600810537e+18, 5.091602363353723e+18]",575
2011-02-05,2011-02-05,H,8872,0,16,['44601'],"[['Гермиона Грейнджер', 'Северус Снейп']]",General,"['Драма', 'Романтика']",8,"['ООС', 'AU и прочие неприятности']",,,['41473'],,,"[2.919433236061518e+18, 4.576752061476783e+18, 7.585387463943341e+18]",[9.093989600810537e+18],208
2018-08-22,2018-08-22,G,1927,0,0,['450152'],"[['Джек Грейнджер', 'Новый Женский Персонаж'], 'Рэдмонд Бойл', 'Сандра Тэлфайр', 'Гермиона Грейнджер', 'Гарри Поттер', 'Северус Снейп', 'Рон Уизли']",PG-13,"['Драма', 'Фэнтези', 'Научная фантастика', 'Юмор']",27,['Насилие'],,,,,,"[3.649909708099181e+18, 3.6087001957942636e+18]","[4253121416219963.0, 5.212762016670734e+18, 8.650949456442097e+18, 5.175932229456091e+18, 6.056618888267434e+18]",26
2014-11-24,2014-11-24,H,3363,1,0,['74874'],"[['Миллисент Буллстроуд', 'Виктор Крам'], 'Новый Персонаж']",PG-13,"['Экшен', 'Приключения', 'Ангст']",48,"['ООС', 'AU']",,,,,,"[3.4587420352101745e+18, 4.098657476397672e+17]","[5.091602363353723e+18, 2.2622014820230628e+18]",107
2019-06-26,2019-12-11,S,12595,3,44,['477483'],"[['Гарри Поттер', 'Драко Малфой']]",NC-17,"['Романтика', 'Флафф']",225,"['AU', 'ООС', 'Нецензурная лексика']",,,['169489'],,,"[3.4011350002347013e+18, 6.885645052916909e+18, 9.19263275229298e+18]",[9.141967877688732e+18],779
2017-11-20,2017-11-20,S,3596,0,18,['56783'],"[['Гилдерой Локхарт', 'Северус Снейп']]",NC-17,"['Романтика', 'Hurt/comfort']",81,"['AU', 'ООС']",,,['64113'],,,[2.3264020024700764e+18],"[5.091602363353723e+18, 2.593952817060485e+18, 8.94765061936755e+18]",255
2018-07-27,2018-09-16,S,30423,12,103,['esama'],"[['Гарри Поттер', 'Майкрофт Холмс'], 'Джон Хэмиш Ватсон', 'Молли Хупер', 'Шерлок Холмс', 'Грегори Лестрейд']",PG-13,"['Кроссовер', 'Детектив']",343,"['AU', 'ООС']",['52432'],Английский,,,,"[4.010132998014728e+17, 1.9239138654794872e+18, 1.7669182838532122e+18]",[],1165
2015-04-05,2015-07-22,H,32500,14,139,['127549'],"['Грегори Гойл', 'Джинни Уизли', 'Панси Паркинсон', 'Миллисент Буллстроуд', 'Новый Женский Персонаж']",PG-13,"['Юмор', 'Романтика']",142,"['AU', 'ООС']",,,,/serie607,,"[7.37312617764529e+18, 1.69699326604563e+18, 4.1517206441205197e+18]","[5.708357661850474e+18, 2.2622014820230628e+18]",400
2017-01-19,2018-12-31,H,90209,2,303,['camnz'],"[['Гермиона Грейнджер', 'Люциус Малфой']]",NC-17,"['Драма', 'Hurt/comfort', 'Ангст']",378,"['AU', 'ООС', 'Изнасилование']",['169633'],Английский,['135758'],,,[1.0353409284490682e+18],"[5.091602363353723e+18, 9.093989600810537e+18]",1360
2014-10-28,2014-10-28,H,11289,2,9,['40130'],"[['Драко Малфой', 'Гермиона Грейнджер'], 'Гарри Поттер', 'Рон Уизли', 'Невилл Лонгботтом', 'Джордж Уизли', 'Фред Уизли']",PG-13,"['Драма', 'Романтика']",18,['AU'],,,['44150'],,/challenge26,"[7.50021239906749e+18, 8.033272669910825e+18, 7.066913906070191e+18]",[5.091602363353723e+18],547
2016-11-17,2016-12-03,G,7740,2,30,['128366'],"['Лорд Волдеморт (Том Риддл)', 'Рон Уизли', 'Молли Уизли', 'Артур Уизли', 'Перси Уизли', 'Фред Уизли', 'Джордж Уизли']",General,['Пародия'],32,,,,['172078'],/serie1183,,"[7.510544844458841e+18, 2.559603217631601e+18, 5.500242756562018e+18, 5.972207392979159e+18]",[],250
2012-01-06,2012-01-06,G,8223,0,17,['52846'],"[['Драко Малфой', 'Неизвестный Персонаж']]",General,['Драббл'],9,,,,['47368'],,,"[7.126122249044467e+18, 4.79294927189414e+18, 2.765603066779222e+18]","[5.708357661850474e+18, 5.091602363353723e+18]",57
2010-11-29,2010-11-29,H,9516,0,9,['3N1GMA'],"[['Лорд Волдеморт (Том Риддл)', 'Беллатриса Лестрейндж']]",R,['Ангст'],20,['язык оригинала — английский; разрешение на перевод получено.'],['43578'],Английский,['44097'],,,"[4.773971177760504e+18, 4.764624816794249e+18, 4.846362148689892e+18, 3.502361589894253e+18]",[2.531777133842788e+18],36
2014-12-06,2015-03-29,H,118735,24,230,['127549'],"[['Дафна Гринграсс', 'Гарри Поттер']]",R,"['Романтика', 'Экшен', 'Hurt/comfort']",189,"['AU', 'ООС', 'Сомнительное согласие']",,,,/serie607,,"[9.627045709100856e+17, 1.69699326604563e+18, 5.254270801598042e+18]","[5.708357661850474e+18, 8.94765061936755e+18]",1639
2012-11-01,2012-11-01,S,14374,1,22,['Emily Waters'],"[['Северус Снейп', 'Гарри Поттер']]",R,"['Первый раз', 'Юмор', 'Романтика']",16,['AU'],['38413'],Английский,,,,"[5.729379573379348e+18, 1.441119946811485e+18]","[5.091602363353723e+18, 8.94765061936755e+18]",683
2014-05-11,2014-05-11,G,11272,6,105,['158493'],"[['Джеймс Поттер', 'Лили Эванс (Лили Поттер)', 'Новый Женский Персонаж'], 'Северус Снейп', 'Петуния Эванс (Петуния Дурсль)', 'Сириус Блэк', 'Гарри Поттер']",General,"['Драма', 'Общий']",13,['AU'],,,,,,"[5.338315448187414e+18, 5.326783131176323e+18, 8.331279687709604e+18]","[2.593952817060485e+18, 7.285076916399111e+18, 6.520590587487814e+17]",595
2018-02-03,2018-02-03,H,3958,0,4,['LissaDream'],"[['Северус Снейп', 'Гермиона Грейнджер']]",R,"['Ангст', 'Драма']",18,"['AU', 'Нецензурная лексика', 'ООС']",['237013'],Английский,,,,"[6.84737937369033e+18, 3.74179540642037e+18, 4.719477356026806e+18]","[5.091602363353723e+18, 9.093989600810537e+18]",251
2019-03-07,2019-03-21,H,45391,2,20,['408598'],"[['Сириус Блэк', 'Лили Эванс (Лили Поттер)'], ['Джеймс Поттер', 'Беллатриса Лестрейндж'], ['Орион Блэк', 'Вальбурга Блэк'], ['Северус Снейп', 'Неизвестный Персонаж']]",NC-17,['Первый раз'],493,"['AU', 'ООС']",,,,,,"[3.6636132251718226e+18, 7.271547499626655e+18]","[7.678966060302864e+18, 7.40523466161727e+17]",1113
2011-06-07,2011-06-07,H,6193,0,11,['49205'],"[['Гермиона Грейнджер', 'Рон Уизли']]",General,['Романтика'],3,,,,,,,[3.421358428737852e+18],"[9.16433052224095e+18, 5.420764329290495e+18, 8.94765061936755e+18]",29
2009-11-21,2009-11-21,G,11273,0,13,"[""Rorschach's Blot""]","['Гарри Поттер', 'Альбус Дамблдор']",не указан,['Юмор'],2,,['37960'],Английский,,,,"[4.374520813394152e+18, 5.478433428167904e+18, 6.098476889895558e+18, 1.9973239416256215e+18, 4.79294927189414e+18, 6.650098707158004e+18]",[],166
2018-04-02,2019-05-09,H,28686,2,81,['37817'],"['Лорд Волдеморт (Том Риддл)', 'Луна Лавгуд', 'Новый Женский Персонаж']",PG-13,"['Приключения', 'Драма']",1299,['AU'],,,['62486'],/serie138,,"[5.480605910587459e+18, 2.5190976105849047e+18, 7.20746877708154e+18, 5.972207392979159e+18]","[7.415354504923324e+18, 2.4209866212287263e+18]",322
2012-10-06,2012-12-09,H,322203,12,62,['63474'],"[['Гермиона Грейнджер', 'Драко Малфой'], ['Луна Лавгуд', 'Блейз Забини']]",PG-13,"['Фэнтези', 'Экшен', 'Романтика', 'Приключения']",1408,"['AU 6 и 7 книги', 'OOC']",,,[],,,"[1.6503469720640005e+18, 3.986808840919918e+18]",[5.708357661850474e+18],1754
2013-01-31,2013-01-31,S,9222,0,16,['37475'],"[['Гарри Поттер', 'Невилл Лонгботтом']]",NC-17,"['PWP', 'Романтика']",42,['Частичный игнор эпилога.'],,,,,,"[2.8284548344542065e+18, 3.661296732144625e+18, 2.7650477380740147e+18]","[9.093989600810537e+18, 7.285076916399111e+18]",292
2017-09-04,2017-09-04,S,3666,0,3,['180728'],"['Драко Малфой', 'Нарцисса Малфой']",PG-13,['Драма'],33,"['AU', 'ООС']",,,,/serie1430,,"[1.024094305343586e+18, 5.320209505042797e+18]",[],233
2017-01-09,2017-01-09,G,2999,3,53,['274489'],"['Северус Снейп', 'Альбус Дамблдор']",General,['Общий'],5,,,,['241984'],,/challenge36,"[2.316728017213156e+18, 7.679518662820437e+18]",[],156
2015-03-07,2015-03-07,S,8938,1,10,['121100'],"[['Гарри Поттер', 'Скорпиус Малфой']]",R,"['Ангст', 'Флафф', 'Детектив']",27,,,,['149566'],,,"[2.9850303681179494e+18, 6.430581244580944e+18]","[2.4209866212287263e+18, 5.091602363353723e+18, 3.9579456945930767e+18]",595
2017-01-11,2017-01-16,S,16369,0,21,['ravenna_c_tan'],"[['Северус Снейп', 'Гарри Поттер'], ['Сириус Блэк', 'Северус Снейп']]",NC-17,['Первый раз'],54,['AU'],['273687'],Английский,['86122'],,,"[7.393011223078967e+18, 2.4582593098112916e+18]",[9.141967877688732e+18],719
2014-10-19,2014-10-19,G,6621,1,35,['43112'],"['Неизвестный Персонаж', 'Неизвестный Персонаж']",General,['Общий'],6,['AU'],,,,/serie694,,[7.83804412599295e+17],"[8.551315151334808e+18, 9.049884987810632e+17, 3.028082269248088e+18, 3.281018045554982e+18, 2.531777133842788e+18]",220
2005-09-21,2005-09-21,S,9101,0,6,[],"[['Поппи Помфри', 'Гермиона Грейнджер'], ['Поппи Помфри', 'Люциус Малфой']]",R,['Ангст'],17,,,,[],,,"[6.771649426532485e+18, 5.136492896256101e+18]",[],33
2013-08-05,2013-08-05,S,23759,1,25,['131021'],"[['Гарри Поттер', 'Северус Снейп', 'Люциус Малфой']]",NC-17,['PWP'],9,['AU'],,,['76932'],,,"[4.216459238178139e+18, 8.34360860519771e+18]",[5.091602363353723e+18],1473
2007-11-15,2007-11-15,S,12113,1,10,"['1157', '38420']","[['Сириус Блэк', 'Северус Снейп']]",R,"['Приключения', 'Романтика', 'Юмор']",15,,,,['38439'],,,"[1.9890743488341322e+18, 6.909767827121091e+18, 3.5128236051336305e+18]",[7.678966060302864e+18],163
2016-01-11,2016-01-11,G,5540,1,87,['241984'],"['Лорд Волдеморт (Том Риддл)', 'Мальсибер', 'Антонин Долохов', 'Августус Руквуд', 'Эйвери', 'Беллатриса Лестрейндж']",PG-13,['Юмор'],9,,,,,/serie891,,"[5.554158179226727e+18, 4.065356039543191e+18, 6.574744109863355e+18, 2.2320592715256243e+18, 5.554158179226727e+18, 8.51596399529384e+18]","[2.531777133842788e+18, 7.40523466161727e+17, 3.281018045554982e+18]",281
2016-12-21,2016-12-21,H,1360,0,3,['40795'],"[['Персиваль Грейвс', 'Порпентина Голдштейн']]",PG-13,"['Ангст', 'Hurt/comfort']",6,,,,,,,[5.589355594906695e+17],"[8.948249269879234e+18, 5.521066326736961e+18, 6.910148155097983e+17, 6.051478328100243e+18, 8.741477871658636e+18]",48
2015-04-12,2015-04-12,H,7618,0,13,['46737'],"[['Нарцисса Малфой', 'Люциус Малфой']]",NC-17,"['PWP', 'Романтика']",4,"['БДСМ', 'ООС']",,,"['58350', '54862', '55016', '53173']",,/challenge10,[3.4715196303807314e+18],"[2.593952817060485e+18, 8.94765061936755e+18]",256
2010-12-28,2010-12-28,H,5465,0,13,['41098'],"[['Люциус Малфой', 'Нарцисса Малфой']]",PG-13,['Романтика'],5,['От первого лица (POV)'],,,[],,,"[5.414749294764408e+18, 6.024514115371767e+17]",[5.091602363353723e+18],35
2014-04-10,2014-04-10,S,19021,4,65,['56783'],"[['Гарри Поттер', 'Северус Снейп'], ['Рон Уизли', 'Гермиона Грейнджер'], ['Невилл Лонгботтом', 'Луна Лавгуд'], 'Джинни Уизли']",PG-13,"['Экшен', 'Драма', 'Романтика']",49,['AU'],,,['61761'],,,"[2.63566253926201e+18, 4.767252108558943e+18]","[9.093989600810537e+18, 5.420764329290495e+18, 9.049884987810632e+17, 5.494196018564324e+18]",1111
2016-02-07,2016-02-07,G,2976,1,17,['244837'],"['Сириус Блэк', 'Джеймс Поттер', 'Ремус Люпин', 'Питер Петтигрю']",R,"['Пропущенная сцена', 'Ангст', 'Общий']",4,"['Насилие', 'Нецензурная лексика', 'От первого лица (POV)']",,,['244934'],,,"[1.8688464386125594e+18, 9.139783297969312e+18]","[3.613509134815139e+18, 3.8656993537381274e+17]",103
2016-03-18,2016-03-18,G,4770,0,26,['52831'],"[['Гарри Поттер', 'Гермиона Грейнджер'], ['Гарри Поттер', 'Джинни Уизли'], ['Гермиона Грейнджер', 'Рон Уизли']]",PG-13,['Драма'],9,,,,"['151248', '47664']",,/challenge21,"[2.65772568105474e+18, 7.720220462696352e+18]","[9.093989600810537e+18, 5.091602363353723e+18]",242
2019-12-01,2019-12-01,H,693,3,28,['408498'],"[['Артур Уизли', 'Молли Уизли']]",R,"['Драма', 'Комедия', 'Пропущенная сцена']",4,,,,['219670'],,/challenge100,"[6.614656508045469e+18, 4.767757234657415e+18, 0.0, 6.17142505588631e+18, 6.307371570055655e+18, 8.590677888341381e+18, 2.559603217631601e+18, 5.371273172656822e+18, 1.4073561479866376e+18, 7.393011223078967e+18, 8.459044799966456e+18, 3.1047985927153254e+18]","[2.593952817060485e+18, 2.2877760272349225e+18]",82
2013-01-13,2013-01-13,H,6760,0,26,['58697'],"[['Лили Эванс (Лили Поттер)', 'Джеймс Поттер'], ['Лили Эванс (Лили Поттер)', 'Сириус Блэк'], 'Ремус Люпин']",General,"['Флафф', 'Романтика']",8,['AU'],,,['56386'],/serie369,,[3.759128988630204e+18],"[9.16433052224095e+18, 7.678966060302864e+18, 2.593952817060485e+18]",108
2012-11-05,2012-11-05,G,34744,3,31,['47259'],"[['Северус Снейп', 'Гермиона Грейнджер']]",PG-13,"['Кроссовер', 'Общий', 'Романтика']",224,['AU'],,,['45726'],/serie232,,"[5.807301506419249e+17, 1.4286297428901053e+18, 4.102895679810814e+17]",[5.091602363353723e+18],596
2016-11-27,2016-11-27,H,5585,2,22,['1458'],"[['Гермиона Грейнджер', 'Гарри Поттер']]",General,"['Hurt/comfort', 'Драма', 'Мистика']",14,"['ООС', 'AU']",,,['214998'],,,"[3.649909708099181e+18, 8.427622526613335e+18, 7.293290964100287e+18]",[2.593952817060485e+18],321
2015-11-30,2015-11-30,S,14414,1,24,['185718'],"[['Северус Снейп', 'Гарри Поттер']]",NC-17,"['Сонгфик', 'Романтика']",40,,,,,,,"[7.929647894285101e+18, 9.578405892403162e+17]",[5.091602363353723e+18],870
2013-11-11,2013-11-11,S,10044,4,52,['eleventy7'],"[['Гарри Поттер', 'Драко Малфой']]",PG-13,['Ангст'],9,['AU'],"['108484', '55016']",Английский,,,,"[8.868203153358552e+18, 3.291900538152424e+18, 1.780739938497378e+18]",[5.091602363353723e+18],501
2007-01-20,2007-01-20,S,30997,0,8,['Minx'],"[['Северус Снейп', 'Гарри Поттер']]",NC-17,['PWP'],8,,[],Английский,[],/serie1052,,"[2.559603217631601e+18, 4.788466979391358e+18, 6.203144070059863e+18]",[],878
2016-11-24,2016-11-24,S,7322,1,19,['46737'],"[['Люциус Малфой', 'Нарцисса Малфой'], ['Люциус Малфой', 'Северус Снейп'], ['Люциус Малфой', 'Сириус Блэк'], ['Люциус Малфой', 'Билл Уизли'], ['Люциус Малфой', 'Беллатриса Лестрейндж'], ['Люциус Малфой', 'Кингсли Шеклболт']]",NC-17,"['PWP', 'Юмор']",4,"['ООС', 'Гет', 'БДСМ']",,,"['58350', '53173', '54905']",,/challenge34,"[1.0887264773497156e+18, 4.5062588278368087e+18, 3.9506579650206566e+18]","[3.613509134815139e+18, 2.593952817060485e+18]",404
2012-12-13,2012-12-13,H,8874,1,24,['75287'],"[['Нарцисса Малфой', 'Джеймс Поттер']]",PG-13,['Романтика'],21,,,,['93718'],,,"[4.79294927189414e+18, 3.176179727991044e+18]","[7.678966060302864e+18, 8.94765061936755e+18, 7.285076916399111e+18]",143
2015-07-08,2015-07-08,H,3065,0,1,['53631'],"[['Сириус Блэк', 'Марлин МакКиннон']]",R,"['Романтика', 'Драма']",15,,,,['76164'],,,"[6.375932289347217e+17, 5.155163961882886e+18]","[3.613509134815139e+18, 7.678966060302864e+18]",74
2005-12-30,2006-03-18,H,168555,5,82,['38378'],"[['Гермиона Грейнджер', 'Северус Снейп'], ['Джинни Уизли', 'Драко Малфой']]",PG-13,"['Юмор', 'Приключения', 'Романтика']",585,,,,[],/serie40,,"[2.953267043624288e+17, 6.519114581472127e+18, 2.559603217631601e+18, 4.728377049788963e+18, 7.683398165069186e+18]",[],868
2005-04-27,2005-04-27,H,81979,0,11,['37980'],"[['Драко Малфой', 'Новый Персонаж'], ['Северус Снейп', 'Новый Персонаж'], 'Гарри Поттер', 'Лорд Волдеморт (Том Риддл)']",NC-17,"['Экшен', 'Романтика']",273,,,,,/serie11,,"[5.085466213739476e+18, 5.956704043183145e+18, 6.816557412645839e+18, 3.479386466976458e+18, 1.0304357670855346e+18, 3.0120951879574794e+18]",[],386
2014-12-25,2014-12-25,G,14002,1,5,['41414'],"['Северус Снейп', 'Рокэ Алва', 'Альбус Дамблдор', 'Кардинал Сильвестр (Квентин Дорак)', 'Нимфадора Тонкс', 'Ричард Окделл', 'Люциус Малфой']",PG-13,"['Кроссовер', 'Приключения', 'Общий']",115,"['AU', 'ООС', 'Слэш', 'От первого лица (POV)']",,,['62619'],,/challenge25,"[2.2922408795390804e+16, 3.584010795845983e+17, 8.083373284516764e+17, 4.663750251218591e+18]","[8.913004958747984e+18, 9.049884987810632e+17, 3.281018045554982e+18, 5.494196018564324e+18, 5.506017037550416e+18]",247
2014-08-04,2014-08-05,S,26408,0,79,['63921'],"[['Драко Малфой', 'Гарри Поттер']]",NC-17,['Драма'],81,"['AU', 'От первого лица (POV)']",,,['63202'],,,"[7.50021239906749e+18, 7.590628754785248e+18, 2.4222684782535994e+17, 4.2029902384454313e+18, 8.786160481759003e+18]",[],1066
2018-03-27,2018-03-27,H,1495,0,3,['199232'],"[['Меропа Гонт (Мракс)', 'Том Риддл-старший']]",R,"['Пропущенная сцена', 'Драма', 'Ангст', 'Фэнтези']",37,"['Насилие', 'Смерть персонажа']",,,,,,"[8.893924801573794e+18, 3.975558111209026e+18]","[2.2622014820230628e+18, 2.593952817060485e+18, 8.806703200229154e+18]",31
2010-07-28,2010-07-28,S,27160,1,8,['42011'],"[['Северус Снейп', 'Люциус Малфой'], ['Лорд Волдеморт (Том Риддл)', 'Северус Снейп']]",R,"['Драма', 'Ангст']",138,"['сцены насилия', 'попытка суицида.']",,,,/serie81,,[1.3655072622693673e+18],[2.531777133842788e+18],290
2013-11-16,2013-12-21,H,90209,3,185,"['61921', '63043']","[['Северус Снейп', 'Лили Эванс (Лили Поттер)'], ['Джеймс Поттер', 'Лили Эванс (Лили Поттер)']]",NC-17,"['Экшен', 'Ангст']",347,['AU'],,,"['58821', '61181', '64051']",/serie506,,"[2.0933217802619377e+18, 2.814554328903086e+18]","[6.045112493022642e+18, 8.375163589474244e+18]",1539
2018-02-13,2018-02-13,H,1737,0,4,['152304'],"[['Сириус Блэк', 'Нарцисса Малфой'], 'Люциус Малфой']",General,[],7,['AU'],,,,/serie1649,,[6.066399298093988e+18],[7.678966060302864e+18],51
2015-10-25,2015-10-25,S,30066,11,85,['185718'],"[['Северус Снейп', 'Гарри Поттер']]",NC-17,"['Ангст', 'Романтика']",61,"['AU', 'Смерть персонажа']",,,,,,"[3.5650371607353303e+18, 2.2123616536600082e+18, 5.81832641215957e+18]","[4.265965420776659e+18, 5.091602363353723e+18, 5.88522318442138e+18]",1987
2014-01-16,2014-05-08,G,8287,0,27,['142371'],"['Гарри Поттер', 'Рон Уизли', 'Гермиона Грейнджер', 'Кингсли Шеклболт']",PG-13,"['Экшен', 'Исторический', 'Ужасы']",51,,,,['172078'],,,"[8.733632624031671e+18, 8.99333827661098e+18, 2.4207508155429635e+17]","[9.093989600810537e+18, 3.700828417029084e+18, 5.091602363353723e+18, 8.583542024877844e+18, 5.494196018564324e+18]",133
2017-11-25,2017-11-25,G,1670,0,20,['149819'],"['Вернон Дурсль', 'Ксенофилиус Лавгуд']",General,['Пропущенная сцена'],5,,,,['149623'],,/challenge50,"[3.6838825474349126e+17, 6.590990111209384e+18, 6.689270666013324e+18, 6.694955720025851e+18, 2.3780845474712504e+18, 6.4942389745465e+18]",[2.681382792024587e+18],95
2017-12-03,2017-12-03,G,2529,2,57,"['235701', '241984']","['Маркус Флинт', 'Рита Скитер']",General,['Общий'],9,,,,,,,"[5.387222872244715e+17, 2.559603217631601e+18, 5.338315448187414e+18, 1.2835732528210624e+18, 7.85583244378692e+18]",[],188
2005-06-22,2005-06-22,H,28922,0,19,[],"['Драко Малфой', 'Блейз Забини', 'Миллисент Буллстроуд', 'Поппи Помфри', 'Рон Уизли', 'Гермиона Грейнджер']",PG-13,['Приключения'],187,,,,,,,"[6.624604545022393e+18, 2.5831964777413373e+17]",[],132
2013-04-25,2013-04-25,H,6004,2,7,['57864'],"[['Роза Уизли', 'Блейз Забини']]",R,['Общий'],19,['От первого лица (POV)'],,,,,,"[8.567999478995653e+18, 6.939353684245445e+18, 3.9170514463532457e+18, 2.1577857210399503e+18]","[5.091602363353723e+18, 2.4209866212287263e+18, 2.593952817060485e+18, 7.285076916399111e+18]",91
2009-06-08,2009-06-08,S,16261,0,19,['36315'],"[['Гарри Поттер', 'Драко Малфой']]",PG-13,"['Экшен', 'Романтика']",6,['От первого лица (POV)'],,,[],,,"[2.1647873682557962e+18, 3.8493213598520996e+18, 2.6950476880815693e+18]",[],398
2015-04-02,2015-04-02,H,8867,3,7,['180080'],"[['Северус Снейп', 'Гермиона Грейнджер']]",R,['Драма'],16,['AU'],,,"['61761', '53182']",,/challenge10,"[3.160142131164228e+17, 4.774028182943812e+18]",[],455
2012-04-02,2012-04-02,G,8387,0,8,['37139'],"['Перси Уизли', 'Джинни Уизли', 'Рон Уизли']",R,['Драма'],14,['AU'],,,['54054'],/serie169,,"[4.317368648584315e+17, 4.71158620591549e+18]",[5.091602363353723e+18],163
2018-06-19,2018-06-19,G,1024,2,18,['420709'],"['Минерва МакГонагалл', 'Новый Женский Персонаж', 'Альбус Дамблдор']",General,"['Приключения', 'Исторический']",26,,,,['219670'],,,[5.681786030506085e+18],[],33
2013-01-06,2013-03-09,H,223318,8,117,['ladylaughalot'],"[['Гарри Поттер', 'Гермиона Грейнджер'], ['Джеймс Поттер', 'Лили Эванс (Лили Поттер)']]",PG-13,"['Романтика', 'Приключения']",493,['AU'],['42834'],Английский,['40083'],,,"[4.732432514174087e+18, 6.679413377324885e+18, 3.180727132984256e+18, 5.554158179226727e+18, 9.144243556113183e+18, 2.2320592715256243e+18, 5.344633611073148e+18]",[4.265965420776659e+18],3390
2011-08-09,2012-02-25,H,101285,5,158,['51279'],"[['Гермиона Грейнджер', 'Драко Малфой'], ['Гарри Поттер', 'Джинни Уизли']]",NC-17,"['Драма', 'Романтика', 'Исторический']",134,"['OOC', 'AU']",,,,,,"[7.52938430680541e+18, 2.763802843947843e+18, 7.924618415293934e+18]","[5.091602363353723e+18, 2.593952817060485e+18]",1288
2019-03-30,2019-06-21,H,5304,0,5,['bookworm1993'],"[['Драко Малфой', 'Гермиона Грейнджер'], 'Рон Уизли']",R,"['Романтика', 'Сонгфик']",26,"['AU', 'ООС']",['290514'],Английский,['473984'],,,"[1.850500731818703e+18, 8.026746708269694e+18]",[5.091602363353723e+18],387
2016-12-07,2016-12-07,G,3519,1,13,['88986'],"[['Гермиона Грейнджер', 'Виктор Крам'], ['Гарри Поттер', 'Сьюзен Боунс'], ['Аластор Муди', 'Неизвестный Персонаж'], ['Джордж Уизли', 'Анжелина Джонсон'], 'Живоглот', 'Рон Уизли', 'Драко Малфой']",General,"['Юмор', 'Пропущенная сцена', 'Драббл']",5,"['Гет', 'AU', 'От первого лица (POV)']",,,['129172'],/serie1175,,"[6.074374834247316e+17, 6.590990111209384e+18, 2.6463749885570345e+18, 2.3882668705572086e+18]","[5.420764329290495e+18, 7.285076916399111e+18, 2.3486383906604605e+18]",113
2012-11-11,2012-11-21,G,16660,0,25,['70265'],"['Северус Снейп', 'Тобиас Снейп', 'Лили Эванс (Лили Поттер)', 'Новый Мужской Персонаж', 'Новый Женский Персонаж', 'Эйлин Принц', 'Сириус Блэк']",General,['Драма'],39,"['AU', 'Смерть персонажа']",,,,,,"[4.2029902384454313e+18, 5.730848070687063e+18, 1.0082626125247809e+18, 7.665003675549048e+18]","[5.708357661850474e+18, 4.265965420776659e+18, 9.093989600810537e+18, 3.5935108451369114e+18, 5.265453167772786e+18, 5.786008324045869e+18, 1.412495601364117e+18, 9.049884987810632e+17, 3.700828417029084e+18]",232
2017-01-09,2017-01-09,G,7922,4,154,"['241984', '235701']","[['Люциус Малфой', 'Нарцисса Малфой'], ['Родольфус Лестрейндж', 'Беллатриса Лестрейндж'], ['Артур Уизли', 'Молли Уизли'], 'Северус Снейп', 'Альбус Дамблдор', 'Лорд Волдеморт (Том Риддл)', 'Нимфадора Тонкс', 'Сириус Блэк', 'Мальсибер', 'Торфинн Роули']",PG-13,['Общий'],18,['AU'],,,,/serie1225,/challenge36,"[7.619163689009222e+17, 2.2320592715256243e+18, 1.8579419444019666e+18, 1.6218632490403558e+18, 5.40089922393052e+18, 2.3058738138967404e+18, 6.523847752819529e+17, 1.9672348107300111e+18]","[3.281018045554982e+18, 2.531777133842788e+18]",567
